+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
|       Launch Clock       |      Capture Clock       |                                                 Pin                                                      |
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/bp1ff/genblock.dff/dffs/dout_reg[25]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[0].TAG_DIRTY[18].TAG_PACKET[5].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[0].TAG_DIRTY[29].TAG_PACKET[2].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[18].TAG_PACKET[3].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[16].TAG_PACKET[2].TAG_DIRTY_WAYS[1].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[13].TAG_PACKET[4].TAG_DIRTY_WAYS[2].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[19].TAG_PACKET[6].TAG_DIRTY_WAYS[1].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[25].TAG_PACKET[0].TAG_DIRTY_WAYS[3].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |                               swervolf/swerv_eh1/swerv/dec/instbuff/ib1ff/genblock.dff/dffs/dout_reg[8]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[19].TAG_PACKET[3].TAG_DIRTY_WAYS[2].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[11].TAG_PACKET[1].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/ib2ff/genblock.dff/dffs/dout_reg[23]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[25].TAG_PACKET[0].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[22].TAG_PACKET[4].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[25].TAG_PACKET[5].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[20].TAG_PACKET[1].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[26].TAG_PACKET[0].TAG_DIRTY_WAYS[1].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[27].TAG_PACKET[0].TAG_DIRTY_WAYS[1].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/bp2ff/genblock.dff/dffs/dout_reg[58]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[0].TAG_DIRTY[29].TAG_PACKET[5].TAG_DIRTY_WAYS[1].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[18].TAG_PACKET[0].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[2].TAG_PACKET[1].TAG_DIRTY_WAYS[3].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[16].TAG_PACKET[4].TAG_DIRTY_WAYS[2].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[16].TAG_PACKET[3].TAG_DIRTY_WAYS[2].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[21].TAG_PACKET[3].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[1].TAG_DIRTY[0].TAG_PACKET[2].TAG_DIRTY_WAYS[3].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/ib2ff/genblock.dff/dffs/dout_reg[10]/D|
|                 clk_core |                 clk_core |                               swervolf/swerv_eh1/swerv/dec/instbuff/ib2ff/genblock.dff/dffs/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[20].TAG_PACKET[4].TAG_DIRTY_WAYS[3].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/bp1ff/genblock.dff/dffs/dout_reg[62]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[11].TAG_PACKET[3].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/ib0ff/genblock.dff/dffs/dout_reg[28]/D|
|                 clk_core |                 clk_core |                               swervolf/swerv_eh1/swerv/dec/instbuff/pc1ff/genblock.dff/dffs/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[4].TAG_PACKET[5].TAG_DIRTY_WAYS[3].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[28].TAG_PACKET[1].TAG_DIRTY_WAYS[3].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/ib1ff/genblock.dff/dffs/dout_reg[27]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[14].TAG_PACKET[5].TAG_DIRTY_WAYS[1].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/bp1ff/genblock.dff/dffs/dout_reg[41]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[25].TAG_PACKET[4].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[16].TAG_PACKET[6].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[28].TAG_PACKET[1].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[28].TAG_PACKET[5].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[11].TAG_PACKET[0].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[29].TAG_PACKET[4].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[1].TAG_DIRTY[4].TAG_PACKET[0].TAG_DIRTY_WAYS[3].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[0].TAG_DIRTY[29].TAG_PACKET[2].TAG_DIRTY_WAYS[1].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[27].TAG_PACKET[3].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[25].TAG_PACKET[3].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[25].TAG_PACKET[2].TAG_DIRTY_WAYS[3].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[1].TAG_DIRTY[7].TAG_PACKET[2].TAG_DIRTY_WAYS[3].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[13].TAG_PACKET[0].TAG_DIRTY_WAYS[2].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[1].TAG_DIRTY[11].TAG_PACKET[3].TAG_DIRTY_WAYS[3].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[21].TAG_PACKET[7].TAG_DIRTY_WAYS[3].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/bp1ff/genblock.dff/dffs/dout_reg[33]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[21].TAG_PACKET[4].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[22].TAG_PACKET[2].TAG_DIRTY_WAYS[3].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[1].TAG_DIRTY[12].TAG_PACKET[5].TAG_DIRTY_WAYS[3].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[13].TAG_PACKET[6].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[25].TAG_PACKET[6].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[27].TAG_PACKET[1].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/bp2ff/genblock.dff/dffs/dout_reg[61]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/bp2ff/genblock.dff/dffs/dout_reg[13]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/bp2ff/genblock.dff/dffs/dout_reg[62]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/bp1ff/genblock.dff/dffs/dout_reg[67]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[17].TAG_PACKET[6].TAG_DIRTY_WAYS[1].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[30].TAG_PACKET[1].TAG_DIRTY_WAYS[3].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[10].TAG_PACKET[4].TAG_DIRTY_WAYS[3].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/bp2ff/genblock.dff/dffs/dout_reg[48]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/pc1ff/genblock.dff/dffs/dout_reg[25]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[1].TAG_DIRTY[2].TAG_PACKET[1].TAG_DIRTY_WAYS[3].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[18].TAG_PACKET[2].TAG_DIRTY_WAYS[1].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[27].TAG_PACKET[5].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |                               swervolf/swerv_eh1/swerv/dec/instbuff/bp2ff/genblock.dff/dffs/dout_reg[4]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/pc0ff/genblock.dff/dffs/dout_reg[36]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/bp0ff/genblock.dff/dffs/dout_reg[33]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[26].TAG_PACKET[7].TAG_DIRTY_WAYS[1].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[21].TAG_PACKET[0].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/ib1ff/genblock.dff/dffs/dout_reg[10]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[16].TAG_PACKET[1].TAG_DIRTY_WAYS[1].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[25].TAG_PACKET[2].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[29].TAG_PACKET[3].TAG_DIRTY_WAYS[1].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[1].TAG_DIRTY[12].TAG_PACKET[1].TAG_DIRTY_WAYS[3].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[12].TAG_PACKET[1].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/bp2ff/genblock.dff/dffs/dout_reg[12]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/ib1ff/genblock.dff/dffs/dout_reg[23]/D|
|                 clk_core |                 clk_core |                                  swervolf/swerv_eh1/swerv/exu/div_e1/qff/genblock.dff/dffs/dout_reg[12]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[1].TAG_DIRTY[1].TAG_PACKET[6].TAG_DIRTY_WAYS[3].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/bp2ff/genblock.dff/dffs/dout_reg[33]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[22].TAG_PACKET[6].TAG_DIRTY_WAYS[3].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[28].TAG_PACKET[2].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/bp2ff/genblock.dff/dffs/dout_reg[30]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/ib2ff/genblock.dff/dffs/dout_reg[11]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[17].TAG_PACKET[6].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/bp1ff/genblock.dff/dffs/dout_reg[51]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[6].TAG_PACKET[7].TAG_DIRTY_WAYS[3].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[28].TAG_PACKET[7].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[0].TAG_DIRTY[19].TAG_PACKET[7].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/bp2ff/genblock.dff/dffs/dout_reg[40]/D|
|                 clk_core |                 clk_core |                               swervolf/swerv_eh1/swerv/dec/instbuff/bp0ff/genblock.dff/dffs/dout_reg[7]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[8].TAG_PACKET[5].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[1].TAG_DIRTY[14].TAG_PACKET[4].TAG_DIRTY_WAYS[3].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[1].TAG_DIRTY[11].TAG_PACKET[0].TAG_DIRTY_WAYS[3].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[1].TAG_DIRTY[2].TAG_PACKET[4].TAG_DIRTY_WAYS[3].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[21].TAG_PACKET[1].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[11].TAG_PACKET[5].TAG_DIRTY_WAYS[1].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[29].TAG_PACKET[3].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[22].TAG_PACKET[3].TAG_DIRTY_WAYS[2].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[22].TAG_PACKET[3].TAG_DIRTY_WAYS[3].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[22].TAG_PACKET[1].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[0].TAG_DIRTY[18].TAG_PACKET[5].TAG_DIRTY_WAYS[1].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |                                              swervolf/swerv_eh1/swerv/exu/div_e1/miscf/dffs/dout_reg[1]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[5].TAG_PACKET[7].TAG_DIRTY_WAYS[3].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[17].TAG_PACKET[5].TAG_DIRTY_WAYS[1].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/bp1ff/genblock.dff/dffs/dout_reg[38]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[3].TAG_DIRTY[22].TAG_PACKET[5].TAG_DIRTY_WAYS[0].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[0].TAG_DIRTY[16].TAG_PACKET[3].TAG_DIRTY_WAYS[1].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/pc0ff/genblock.dff/dffs/dout_reg[11]/D|
|                 clk_core |                 clk_core |swervolf/swerv_eh1/swerv/lsu/dc_ctl/CLK_GRP_TAG_DIRTY[2].TAG_DIRTY[30].TAG_PACKET[2].TAG_DIRTY_WAYS[2].dc_way_tagdirty_dup/dffsc/dout_reg[0]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/bp2ff/genblock.dff/dffs/dout_reg[37]/D|
|                 clk_core |                 clk_core |                              swervolf/swerv_eh1/swerv/dec/instbuff/bp1ff/genblock.dff/dffs/dout_reg[34]/D|
